39008 84002
338 2019 0.500000
338 2020 0.058824
338 2021 0.250000
338 2022 0.500000
338 2023 0.250000
338 2024 0.500000
338 2025 1.000000
338 2026 0.333333
338 2027 0.333333
338 2028 0.166667
338 2029 0.500000
338 2030 1.000000
338 2031 0.052632
338 2032 1.000000
338 2033 0.500000
338 2034 0.076923
338 2035 1.000000
338 2036 1.000000
338 2037 0.333333
338 2038 1.000000
338 2039 1.000000
338 2040 1.000000
338 2041 1.000000
338 2042 0.250000
338 2043 1.000000
338 2044 0.500000
338 2045 0.500000
338 2046 1.000000
338 2047 0.090909
338 2048 0.076923
338 2049 0.500000
338 2050 0.076923
338 2051 0.500000
338 2052 0.333333
338 2053 0.142857
338 2054 1.000000
338 2055 0.333333
338 2056 1.000000
338 2057 0.022727
338 2058 0.250000
338 2059 0.076923
338 2060 1.000000
338 2061 0.200000
338 2062 0.250000
338 2063 1.000000
338 2064 0.500000
338 2065 0.500000
338 2066 1.000000
338 2067 1.000000
338 2068 0.111111
338 2069 1.000000
338 2070 1.000000
338 2071 1.000000
338 2072 1.000000
338 2073 1.000000
338 2074 0.142857
338 2075 1.000000
338 2076 0.333333
338 2077 1.000000
338 2078 1.000000
338 2079 1.000000
338 2080 1.000000
338 2081 1.000000
338 2082 1.000000
338 2083 1.000000
338 2084 1.000000
338 2085 0.062500
338 2086 0.500000
338 2087 0.100000
338 2088 0.200000
338 2089 0.333333
338 2090 0.076923
339 364 0.016129
339 449 0.016949
339 827 0.014706
339 960 0.032258
339 1384 0.125000
339 1855 0.027027
339 2577 0.055556
339 2642 0.333333
339 2941 0.055556
339 3621 0.066667
339 4396 0.076923
339 6410 1.000000
339 6411 1.000000
339 6412 0.200000
339 6413 0.333333
339 6414 1.000000
339 6415 0.250000
339 6416 0.166667
339 6417 0.333333
341 334 0.166667
341 379 0.019231
341 409 0.013333
341 433 0.028571
341 449 0.016949
341 513 0.066667
341 527 0.016667
341 564 0.023810
341 569 0.016667
341 769 0.018519
341 772 0.023256
341 790 0.020408
341 791 0.125000
341 874 0.008850
341 1021 0.016949
341 1341 0.015873
341 1441 0.250000
341 1682 0.062500
341 1794 0.071429
341 2148 0.071429
341 2333 0.071429
341 2821 0.076923
341 2871 0.066667
341 2904 0.076923
341 2907 0.166667
341 3630 0.200000
341 3827 0.142857
341 4409 0.038462
341 4877 1.000000
341 4878 1.000000
341 4879 1.000000
341 4880 0.333333
341 4881 0.333333
341 4882 1.000000
341 4883 0.333333
341 4884 1.000000
341 4885 0.500000
341 4886 0.166667
342 368 0.045455
342 874 0.008850
342 1208 0.066667
342 3281 0.043478
343 4525 0.333333
345 158 0.043478
345 331 0.023256
345 374 0.034483
345 495 0.111111
345 513 0.066667
345 874 0.008850
345 914 0.027778
345 1344 0.012821
345 2679 0.076923
345 6430 0.333333
345 8589 1.000000
345 8590 1.000000
345 8591 1.000000
345 8592 1.000000
346 323 0.066667
346 336 0.025641
346 842 0.023256
346 896 0.090909
346 1286 0.020408
346 1640 0.047619
346 2497 0.076923
346 2903 0.250000
346 3984 0.111111
346 5297 0.166667
346 5356 0.166667
346 8575 0.250000
346 8608 1.000000
347 631 0.010638
347 737 0.033333
347 1364 0.029412
347 8609 1.000000
347 8610 1.000000
348 454 0.037037
348 1290 0.058824
348 1339 0.019231
348 1521 0.062500
348 2388 0.200000
348 2957 0.125000
348 4841 0.333333
348 5720 0.083333
348 6755 0.250000
348 8621 1.000000
349 239 0.006849
349 886 0.037037
349 8623 1.000000
349 8624 0.125000
350 1566 0.008547
352 8690 1.000000
357 15 0.031250
357 109 0.023256
357 358 0.125000
357 359 0.166667
357 360 0.028571
357 361 0.052632
357 362 0.020408
357 363 0.034483
357 364 0.016129
357 365 0.021277
357 366 0.250000
357 367 0.018182
358 303 0.076923
358 543 0.018868
358 964 0.033333
358 1495 0.033333
358 2142 0.100000
358 2567 0.071429
358 2574 0.033333
358 8721 0.333333
358 8722 0.250000
358 8723 1.000000
358 8724 1.000000
358 8725 1.000000
358 8726 0.500000
358 8727 1.000000
359 523 0.008547
359 3003 0.062500
360 59 0.166667
360 252 0.030303
360 357 0.033333
360 386 0.008621
360 425 0.016667
360 499 0.008696
360 826 0.016667
360 854 0.047619
360 877 0.025641
360 1234 0.027778
360 1377 0.090909
360 1435 0.052632
360 1465 0.022727
360 1614 0.076923
360 1800 0.142857
360 2381 0.045455
360 2485 0.100000
360 2486 0.333333
360 2487 0.333333
360 2488 0.500000
360 2489 0.500000
360 2490 0.142857
360 2491 0.166667
361 27 0.009259
361 120 0.032258
361 267 0.011628
361 436 0.016949
361 437 0.014925
361 438 0.013699
361 439 0.333333
361 440 0.500000
361 441 0.166667
361 442 0.200000
361 443 0.062500
361 444 0.100000
361 445 0.111111
362 68 0.040000
362 81 0.500000
362 85 0.142857
362 113 0.022222
362 119 0.071429
362 136 0.031250
362 244 0.030303
362 363 0.034483
362 377 0.040000
362 382 0.031250
362 408 0.012346
362 523 0.008547
362 828 0.125000
362 883 0.166667
362 976 0.062500
362 1040 0.111111
362 1170 0.015625
362 1180 0.142857
362 1191 0.045455
362 1218 0.020833
362 1219 0.018182
362 1234 0.027778
362 1325 0.028571
362 1428 0.040000
362 1533 0.062500
362 1609 0.021739
362 1616 0.034483
362 1805 0.029412
362 1885 0.022222
362 2130 0.031250
362 2143 0.066667
362 2341 0.200000
362 2369 0.050000
362 2380 0.055556
362 2518 0.029412
362 2541 0.062500
362 2688 0.090909
362 2723 0.333333
362 2793 0.071429
362 2821 0.076923
362 3097 0.100000
362 3504 0.142857
362 3769 1.000000
362 3770 0.200000
362 3771 0.250000
362 3772 0.250000
362 3773 1.000000
362 3774 0.500000
362 3775 0.142857
362 3776 0.500000
362 3777 1.000000
363 27 0.009259
363 236 0.045455
363 297 0.250000
363 333 0.142857
363 341 0.027027
363 362 0.020408
363 379 0.019231
363 399 0.166667
363 405 0.012658
363 543 0.018868
363 554 0.142857
363 686 0.041667
363 721 0.040000
363 766 0.100000
363 855 0.076923
363 913 0.018519
363 985 0.047619
363 1016 0.018868
363 1022 0.058824
363 1026 0.030303
363 1037 0.035714
363 1055 0.055556
363 1078 0.125000
363 1171 0.062500
363 1244 0.142857
363 1339 0.019231
363 1422 0.333333
363 1423 0.031250
363 1459 0.012821
363 1600 0.250000
363 1788 0.023256
363 1975 0.083333
363 1993 0.500000
363 2034 0.076923
363 2130 0.031250
363 2390 0.050000
363 2434 0.022727
363 2494 0.050000
363 2514 0.047619
363 2576 0.025000
363 2611 0.200000
363 2612 0.333333
363 2613 0.047619
363 2614 0.066667
363 2615 0.250000
363 2616 0.500000
363 2617 0.333333
363 2618 0.250000
363 2619 0.050000
363 2620 0.500000
363 2621 0.142857
363 2622 1.000000
363 2623 0.333333
363 2624 0.333333
363 2625 1.000000
363 2626 1.000000
363 2627 1.000000
363 2628 1.000000
363 2629 0.250000
363 2630 0.125000
364 14 0.013514
364 31 0.055556
364 47 0.100000
364 113 0.022222
364 129 0.035714
364 166 0.040000
364 168 0.038462
364 169 0.076923
364 195 0.055556
364 548 0.055556
364 568 0.055556
364 648 0.040000
364 827 0.014706
364 874 0.008850
364 924 0.027778
364 969 0.050000
364 976 0.062500
364 1016 0.018868
364 1043 0.076923
364 1197 0.033333
364 1346 0.043478
364 1388 0.012987
364 1701 0.076923
364 2143 0.066667
364 2518 0.029412
364 2573 0.200000
364 3487 0.083333
364 3504 0.142857
364 3647 0.083333
364 4115 0.333333
364 4547 0.142857
364 4578 0.250000
364 5115 0.333333
364 5116 0.500000
364 5117 0.333333
364 5118 1.000000
364 5119 0.250000
364 5120 0.200000
364 5121 1.000000
364 5122 0.333333
364 5123 0.333333
364 5124 0.500000
364 5125 0.500000
364 5126 1.000000
364 5127 1.000000
364 5128 0.500000
364 5129 1.000000
365 7 0.008772
365 157 0.014925
365 449 0.016949
365 601 0.055556
365 693 0.500000
365 824 0.076923
365 952 0.032258
365 1017 0.066667
365 1246 0.250000
365 1325 0.028571
365 1426 0.040000
365 1522 0.125000
365 1897 0.333333
365 2479 0.125000
365 2939 0.200000
365 2940 1.000000
365 2941 0.055556
365 2942 0.250000
365 2943 1.000000
365 2944 0.166667
365 2945 0.500000
366 31 0.055556
366 1538 0.071429
366 1540 0.100000
366 2382 0.045455
366 8728 1.000000
366 8729 1.000000
366 8730 1.000000
366 8731 1.000000
366 8732 1.000000
367 4685 0.333333
367 4686 0.500000
368 38 0.027778
368 129 0.035714
368 267 0.011628
368 369 0.027027
368 370 0.013158
368 371 0.034483
368 372 0.125000
368 373 0.100000
369 38 0.027778
369 70 0.090909
369 129 0.035714
369 268 0.011111
369 335 0.016393
369 342 0.100000
369 437 0.014925
369 499 0.008696
369 535 0.062500
369 768 0.018868
369 853 0.047619
369 872 0.010753
369 1426 0.040000
369 1428 0.040000
369 2760 0.333333
369 2761 0.166667
369 2762 1.000000
369 2763 1.000000
369 2764 0.111111
369 2765 0.500000
369 2766 0.066667
370 950 0.023810
370 951 0.007634
370 952 0.032258
370 953 0.017241
370 954 0.029412
370 955 0.333333
370 956 0.500000
370 957 0.500000
370 958 0.142857
370 959 0.040000
370 960 0.032258
370 961 0.125000
370 962 0.045455
370 963 1.000000
370 964 0.033333
370 965 0.071429
370 966 0.026316
370 967 0.200000
371 26 0.023810
371 60 0.200000
371 415 0.030303
371 442 0.200000
371 537 0.020833
371 569 0.016667
371 874 0.008850
371 1170 0.015625
371 1682 0.062500
371 1701 0.076923
371 1773 0.037037
371 2497 0.076923
371 3097 0.100000
372 129 0.035714
372 436 0.016949
372 537 0.020833
372 1022 0.058824
372 1049 0.033333
372 1537 0.009174
372 1682 0.062500
372 2563 0.023256
372 3074 0.071429
372 3890 0.333333
373 993 0.015625
373 1672 0.045455
373 6130 1.000000
374 375 1.000000
374 376 0.029412
374 377 0.040000
374 378 0.071429
374 379 0.019231
374 380 0.037037
374 381 0.071429
376 338 0.009524
376 367 0.018182
376 384 0.028571
376 1000 0.076923
376 1339 0.019231
376 1353 0.250000
376 1457 0.028571
376 1604 0.076923
376 1803 0.026316
376 2116 0.250000
376 2167 0.125000
376 3095 0.100000
376 3396 0.031250
376 4323 0.333333
376 4330 0.250000
376 5493 0.100000
376 6235 0.125000
376 6236 0.500000
377 125 0.012987
377 433 0.028571
377 1420 0.043478
377 1473 0.035714
377 1475 0.200000
377 1497 0.100000
377 2023 0.250000
377 2305 0.200000
377 2632 0.050000
377 3926 0.111111
377 4546 0.083333
377 5785 0.500000
377 6127 1.000000
377 6128 1.000000
377 6129 1.000000
378 516 0.083333
378 790 0.020408
378 1191 0.045455
378 1657 0.090909
378 3046 0.100000
378 3071 0.058824
378 3496 0.200000
378 5852 0.200000
378 5955 0.047619
378 7107 0.500000
378 7108 0.500000
378 7109 0.166667
379 117 0.055556
379 1300 0.250000
379 1301 0.333333
379 1302 0.333333
380 324 0.021739
380 400 0.025641
380 498 0.008772
380 549 0.041667
380 646 0.017544
380 1354 0.125000
380 1364 0.029412
380 1529 0.029412
380 2563 0.023256
380 2953 0.142857
380 3085 0.125000
380 4166 0.090909
380 4903 0.071429
380 5769 0.333333
380 5873 0.111111
380 7207 0.500000
380 7208 0.500000
380 7209 1.000000
380 7210 0.333333
380 7211 1.000000
380 7212 1.000000
380 7213 1.000000
380 7214 1.000000
380 7215 1.000000
380 7216 0.166667
380 7217 0.333333
380 7218 1.000000
380 7219 1.000000
380 7220 0.333333
380 7221 0.200000
381 571 0.025641
381 1689 0.018519
381 1713 0.058824
381 1816 0.200000
382 28 0.066667
382 96 0.142857
382 109 0.023256
382 114 0.017857
382 117 0.055556
382 120 0.032258
382 130 0.071429
382 135 0.047619
382 145 0.111111
382 349 0.142857
382 540 0.142857
382 576 0.055556
382 669 0.021277
382 726 0.250000
382 769 0.018519
382 869 0.040000
382 951 0.007634
382 965 0.071429
382 1024 0.052632
382 1040 0.111111
382 1378 0.038462
382 1577 0.027027
382 1748 0.017857
382 1753 0.071429
382 1754 0.166667
382 1809 0.100000
382 1880 0.037037
382 1969 0.333333
382 2176 0.500000
382 2209 0.027027
382 2371 0.037037
382 2397 0.083333
382 2479 0.125000
382 2551 0.083333
382 2910 0.062500
382 2974 0.111111
382 3273 0.250000
382 3378 0.100000
382 3787 0.200000
382 4139 0.500000
382 4164 0.200000
382 4277 0.058824
382 4612 0.071429
382 4990 0.166667
382 5248 0.333333
382 5249 1.000000
382 5250 1.000000
382 5251 1.000000
382 5252 1.000000
382 5253 1.000000
382 5254 0.142857
382 5255 0.111111
382 5256 0.333333
382 5257 1.000000
382 5258 0.500000
382 5259 1.000000
382 5260 1.000000
382 5261 1.000000
382 5262 0.500000
382 5263 1.000000
382 5264 1.000000
382 5265 1.000000
382 5266 0.200000
382 5267 0.333333
382 5268 0.200000
382 5269 0.500000
382 5270 0.076923
382 5271 0.200000
382 5272 0.500000
382 5273 1.000000
383 5 0.012048
383 9 0.083333
383 112 0.014493
383 113 0.022222
383 181 0.018519
383 492 0.031250
383 525 0.013889
383 879 0.111111
383 1016 0.018868
383 2143 0.066667
383 2359 0.071429
383 2619 0.050000
383 3064 0.090909
383 7501 1.000000
384 447 0.027027
384 913 0.018519
384 1340 0.058824
384 1453 0.250000
384 1604 0.076923
384 1796 0.030303
384 1907 0.250000
384 1951 0.010101
384 2244 0.035714
384 2614 0.066667
384 2713 0.333333
384 3758 0.111111
384 5028 0.500000
384 5029 1.000000
384 5030 1.000000
384 5031 0.071429
385 266 0.010870
385 349 0.142857
385 794 0.100000
385 849 0.125000
385 1208 0.066667
385 1209 0.142857
385 1210 0.166667
385 1211 0.333333
385 1212 1.000000
385 1213 1.000000
385 1214 0.333333
385 1215 0.200000
386 5 0.012048
386 38 0.027778
386 98 0.333333
386 139 0.083333
386 365 0.021277
386 377 0.040000
386 494 0.142857
386 495 0.111111
386 509 0.083333
386 539 0.250000
386 557 0.333333
386 564 0.023810
386 791 0.125000
386 846 0.200000
386 1282 0.500000
386 1356 0.076923
386 1457 0.028571
386 1495 0.033333
386 1496 0.043478
386 1497 0.100000
386 1498 1.000000
386 1499 0.045455
386 1500 0.250000
386 1501 0.500000
386 1502 0.500000
386 1503 0.076923
386 1504 1.000000
386 1505 1.000000
386 1506 0.333333
386 1507 1.000000
386 1508 0.500000
386 1509 1.000000
386 1510 1.000000
386 1511 1.000000
386 1512 1.000000
386 1513 1.000000
386 1514 1.000000
386 1515 1.000000
386 1516 1.000000
386 1517 1.000000
386 1518 1.000000
386 1519 0.500000
386 1520 0.020833
388 202 0.062500
388 269 0.017544
388 337 0.018519
388 389 0.200000
388 390 0.012987
388 391 1.000000
388 392 0.500000
388 393 1.000000
388 394 0.333333
388 395 0.047619
388 396 0.333333
388 397 0.500000
388 398 0.500000
388 399 0.166667
388 400 0.025641
388 401 0.025641
388 402 0.250000
388 403 0.166667
390 40 0.034483
390 290 0.166667
390 395 0.047619
390 449 0.016949
390 886 0.037037
390 911 1.000000
390 912 0.100000
390 913 0.018519
390 914 0.027778
390 915 0.034483
390 916 0.333333
390 917 0.200000
390 918 1.000000
390 919 1.000000
390 920 1.000000
390 921 0.030303
390 922 1.000000
390 923 0.500000
390 924 0.027778
390 925 0.055556
390 926 0.142857
390 927 1.000000
390 928 0.125000
390 929 0.333333
390 930 0.500000
390 931 1.000000
390 932 1.000000
390 933 0.250000
390 934 1.000000
390 935 1.000000
390 936 1.000000
390 937 1.000000
390 938 1.000000
390 939 0.500000
390 940 1.000000
390 941 0.062500
390 942 0.166667
390 943 0.111111
390 944 0.111111
390 945 0.125000
390 946 0.100000
390 947 0.166667
390 948 0.500000
390 949 0.333333
390 950 0.023810
395 4282 0.055556
401 120 0.032258
401 268 0.011111
401 338 0.009524
401 408 0.012346
401 429 0.012346
401 568 0.055556
401 803 0.016393
401 823 0.166667
401 1012 0.027027
401 1208 0.066667
401 1477 0.023256
401 1595 0.022222
401 1618 0.062500
401 1634 0.020833
401 2821 0.076923
401 2907 0.166667
401 3623 0.090909
401 3891 0.500000
401 8543 0.500000
401 8576 1.000000
403 834 0.100000
404 66 0.066667
404 68 0.040000
404 130 0.071429
404 136 0.031250
404 162 0.020000
404 193 0.125000
404 195 0.055556
404 341 0.027027
404 405 0.012658
404 406 0.013158
404 407 0.040000
404 408 0.012346
404 409 0.013333
404 410 0.045455
404 411 0.125000
404 412 0.333333
404 413 0.500000
404 414 1.000000
404 415 0.030303
404 416 0.090909
404 417 0.050000
404 418 0.020000
404 419 0.142857
404 420 0.031250
404 421 0.076923
404 422 0.200000
404 423 0.166667
404 424 0.500000
404 425 0.016667
405 27 0.009259
405 50 0.142857
405 332 0.333333
405 365 0.021277
405 386 0.008621
405 492 0.031250
405 525 0.013889
405 577 0.033333
405 599 0.250000
405 874 0.008850
405 875 0.025000
405 877 0.025641
405 892 0.071429
405 984 0.166667
405 1016 0.018868
405 1038 0.058824
405 1293 0.026316
405 1304 0.041667
405 1393 0.043478
405 1453 0.250000
405 1618 0.062500
405 1647 0.016393
405 1696 0.083333
405 2351 0.200000
405 2918 0.333333
405 3186 0.333333
405 3634 0.055556
405 4328 0.250000
405 4707 0.333333
405 4708 0.333333
405 4709 0.500000
405 4710 1.000000
405 4711 1.000000
405 4712 0.500000
405 4713 1.000000
405 4714 1.000000
405 4715 1.000000
405 4716 1.000000
406 50 0.142857
406 66 0.066667
406 85 0.142857
406 158 0.043478
406 195 0.055556
406 198 0.033333
406 205 0.200000
406 267 0.011628
406 269 0.017544
406 360 0.028571
406 408 0.012346
406 453 0.111111
406 538 0.083333
406 605 0.014085
406 619 0.076923
406 624 0.038462
406 654 1.000000
406 655 1.000000
406 656 1.000000
406 657 1.000000
406 658 0.500000
406 659 0.066667
406 660 0.500000
406 661 0.200000
406 662 1.000000
406 663 0.050000
406 664 0.037037
406 665 1.000000
406 666 1.000000
406 667 1.000000
406 668 0.250000
406 669 0.021277
406 670 0.500000
406 671 1.000000
406 672 1.000000
406 673 1.000000
406 674 1.000000
406 675 0.500000
406 676 1.000000
406 677 0.500000
406 678 1.000000
406 679 1.000000
406 680 1.000000
406 681 0.500000
406 682 1.000000
406 683 0.166667
406 684 1.000000
406 685 1.000000
406 686 0.041667
406 687 0.071429
406 688 1.000000
406 689 0.333333
406 690 0.200000
406 691 0.166667
406 692 1.000000
406 693 0.500000
406 694 0.333333
406 695 0.200000
406 696 0.166667
406 697 1.000000
406 698 1.000000
406 699 1.000000
406 700 1.000000
406 701 0.333333
406 702 1.000000
406 703 1.000000
406 704 0.500000
406 705 0.166667
406 706 1.000000
406 707 0.333333
406 708 1.000000
406 709 1.000000
406 710 0.333333
406 711 0.333333
406 712 0.333333
406 713 1.000000
406 714 0.500000
406 715 1.000000
406 716 1.000000
406 717 0.100000
406 718 1.000000
406 719 0.076923
406 720 0.090909
406 721 0.040000
406 722 0.076923
406 723 1.000000
406 724 1.000000
406 725 0.333333
406 726 0.250000
406 727 0.500000
406 728 1.000000
406 729 0.062500
406 730 0.333333
406 731 1.000000
406 732 0.250000
406 733 0.100000
406 734 0.250000
406 735 0.500000
406 736 1.000000
406 737 0.033333
406 738 0.142857
406 739 1.000000
406 740 0.037037
406 741 0.200000
406 742 0.047619
406 743 0.083333
406 744 0.125000
406 745 0.200000
406 746 0.125000
406 747 0.125000
406 748 0.142857
406 749 0.500000
406 750 0.200000
406 751 0.500000
406 752 0.090909
406 753 0.333333
406 754 0.500000
406 755 1.000000
406 756 0.333333
406 757 0.111111
406 758 0.500000
406 759 0.500000
406 760 0.333333
406 761 0.333333
406 762 0.333333
406 763 0.090909
406 764 1.000000
406 765 0.333333
406 766 0.100000
406 767 0.500000
407 51 0.034483
407 395 0.047619
407 628 0.020408
407 847 0.062500
407 887 0.058824
407 1012 0.027027
407 1449 0.031250
407 1662 0.027778
407 2633 0.100000
407 2665 0.250000
407 2788 0.050000
407 3358 0.333333
407 4943 0.250000
407 4944 0.071429
407 4945 0.200000
408 199 0.076923
408 395 0.047619
408 401 0.025641
408 534 0.038462
408 543 0.018868
408 744 0.125000
408 768 0.018868
408 986 1.000000
408 987 0.031250
408 988 1.000000
408 989 0.500000
408 990 0.500000
408 991 1.000000
408 992 0.200000
408 993 0.015625
408 994 0.013889
408 995 0.250000
408 996 0.052632
408 997 0.038462
408 998 1.000000
409 112 0.014493
409 565 0.055556
409 607 0.055556
409 619 0.076923
409 771 0.047619
409 1021 0.016949
409 1313 0.022727
409 1555 0.200000
409 1614 0.076923
409 1659 0.076923
409 1776 0.026316
409 1833 0.045455
409 1952 0.052632
409 2225 0.066667
409 2971 0.500000
409 4062 0.055556
409 4365 0.500000
409 4522 0.166667
409 4758 0.500000
409 4759 1.000000
409 4760 1.000000
409 4761 1.000000
409 4762 0.090909
409 4763 0.500000
409 4764 0.166667
409 4765 0.111111
409 4766 1.000000
409 4767 0.111111
409 4768 0.166667
409 4769 1.000000
410 122 0.058824
410 423 0.166667
410 499 0.008696
410 971 0.012821
410 1459 0.012821
410 1701 0.076923
410 1801 0.142857
410 2573 0.200000
410 3361 0.142857
411 47 0.100000
411 425 0.016667
411 904 0.016949
411 906 0.022727
411 2005 0.040000
411 9136 1.000000
413 5854 0.200000
414 27 0.009259
414 404 0.016667
414 1698 0.333333
415 14 0.013514
415 26 0.023810
415 335 0.016393
415 858 0.100000
415 1013 0.030303
415 1022 0.058824
415 1227 0.076923
415 1364 0.029412
415 1393 0.043478
415 1661 0.083333
415 2393 0.250000
415 2817 0.142857
415 3008 0.083333
415 3073 0.500000
415 3074 0.071429
416 408 0.012346
416 579 0.055556
416 1103 0.250000
416 1208 0.066667
416 1335 0.062500
416 1388 0.012987
416 1497 0.100000
416 3037 0.200000
416 4037 0.166667
416 4673 0.200000
416 4833 0.500000
416 5878 0.500000
416 7111 1.000000
416 7112 1.000000
416 7113 1.000000
416 7114 1.000000
416 7115 1.000000
416 7116 1.000000
416 7117 0.500000
416 7118 0.500000
416 7119 1.000000
416 7120 0.500000
417 132 0.100000
417 1160 0.100000
417 1340 0.058824
417 4784 0.083333
417 5836 0.500000
417 5837 1.000000
418 69 0.333333
418 158 0.043478
418 286 0.027778
418 543 0.018868
418 982 0.037037
418 1016 0.018868
418 2300 0.090909
418 4062 0.055556
418 5924 0.200000
419 331 0.023256
419 404 0.016667
419 559 0.083333
419 1717 0.035714
419 2651 0.055556
419 5069 0.166667
419 5981 0.142857
419 7543 0.500000
420 289 0.142857
420 404 0.016667
420 436 0.016949
420 606 0.005000
420 612 0.012821
420 975 0.031250
420 1051 0.023810
420 1576 0.019608
420 2290 0.020408
420 3052 0.083333
420 3086 0.250000
420 3159 0.037037
420 3398 0.041667
420 3794 0.083333
420 5425 0.333333
420 5744 0.023810
420 5765 0.142857
420 6114 0.500000
420 6115 0.333333
420 6116 0.333333
420 6117 1.000000
420 6118 0.125000
420 6119 1.000000
420 6120 0.250000
420 6121 1.000000
420 6122 1.000000
420 6123 0.500000
420 6124 1.000000
420 6125 0.333333
420 6126 0.500000
421 901 0.032258
421 993 0.015625
421 994 0.013889
421 1389 0.016949
421 2313 0.018182
421 2382 0.045455
421 2423 0.100000
421 4078 0.333333
421 5924 0.200000
421 6131 1.000000
421 6132 0.250000
421 6133 0.200000
423 425 0.016667
423 445 0.111111
423 787 0.021739
423 1049 0.033333
423 1532 0.200000
423 1780 0.333333
423 1876 0.066667
423 3291 0.055556
424 2637 0.038462
425 111 0.015152
425 184 0.083333
425 216 0.011905
425 362 0.020408
425 376 0.029412
425 407 0.040000
425 607 0.055556
425 717 0.100000
425 1026 0.030303
425 1286 0.020408
425 2167 0.125000
425 2209 0.027027
425 2389 0.058824
425 2590 0.058824
425 3079 0.142857
425 3659 0.062500
425 4620 0.500000
425 4621 0.333333
425 4622 0.500000
425 4623 1.000000
425 4624 1.000000
425 4625 1.000000
425 4626 1.000000
425 4627 1.000000
425 4628 0.333333
425 4629 0.500000
425 4630 0.142857
425 4631 0.250000
425 4632 1.000000
425 4633 0.500000
425 4634 0.500000
425 4635 0.333333
426 7 0.008772
426 427 0.041667
426 428 0.333333
426 429 0.012346
426 430 0.090909
426 431 0.028571
426 432 0.125000
426 433 0.028571
426 434 0.083333
426 435 0.200000
427 123 0.008772
427 129 0.035714
427 157 0.014925
427 267 0.011628
427 269 0.017544
427 543 0.018868
427 789 0.030303
427 997 0.038462
427 1344 0.012821
427 1345 0.037037
427 1382 0.090909
427 1387 0.014085
427 1420 0.043478
427 1595 0.022222
427 1640 0.047619
427 1641 1.000000
427 1642 1.000000
427 1643 1.000000
427 1644 0.250000
427 1645 0.166667
427 1646 0.076923
427 1647 0.016393
427 1648 0.033333
427 1649 0.032258
427 1650 0.250000
427 1651 0.045455
427 1652 0.333333
427 1653 0.043478
427 1654 1.000000
427 1655 0.100000
427 1656 0.090909
427 1657 0.090909
427 1658 0.125000
427 1659 0.076923
427 1660 0.052632
428 32 0.028571
428 321 0.041667
428 370 0.013158
428 498 0.008772
428 645 0.008264
428 789 0.030303
428 914 0.027778
428 975 0.031250
428 1305 0.045455
428 1952 0.052632
428 2068 0.111111
428 2423 0.100000
428 2786 0.111111
428 3117 0.125000
428 3122 0.125000
428 3411 0.090909
428 3810 0.050000
428 4016 0.055556
428 4072 0.142857
428 4826 0.055556
428 5343 0.200000
428 6467 0.100000
428 7425 0.142857
428 7886 0.200000
428 7887 1.000000
428 7888 0.100000
428 7889 0.058824
428 7890 0.500000
429 66 0.066667
429 70 0.090909
429 533 0.100000
429 568 0.055556
429 569 0.016667
429 570 0.034483
429 571 0.025641
429 572 0.083333
429 573 0.027027
429 574 0.111111
429 575 0.071429
429 576 0.055556
429 577 0.033333
429 578 0.200000
429 579 0.055556
429 580 0.166667
429 581 0.200000
429 582 0.035714
429 583 0.166667
429 584 0.052632
429 585 0.090909
429 586 0.500000
429 587 0.166667
429 588 0.200000
429 589 1.000000
429 590 1.000000
429 591 1.000000
429 592 1.000000
429 593 1.000000
429 594 1.000000
429 595 0.333333
429 596 1.000000
429 597 1.000000
429 598 1.000000
429 599 0.250000
429 600 0.013699
429 601 0.055556
429 602 0.047619
429 603 0.062500
430 10 0.037037
430 216 0.011905
430 316 0.090909
430 872 0.010753
430 1049 0.033333
430 2419 0.034483
430 3067 0.500000
430 7052 0.100000
430 8587 0.066667
430 8860 0.333333
430 9171 0.250000
430 9172 0.250000
430 9173 0.250000
430 9174 0.500000
430 9175 1.000000
430 9176 1.000000
431 125 0.012987
431 262 0.111111
431 643 0.027027
431 833 0.018182
431 915 0.034483
431 1011 0.002584
431 1728 0.020833
431 2485 0.100000
431 2505 0.047619
431 2689 0.100000
431 2761 0.166667
431 2788 0.050000
431 7288 0.333333
431 9186 1.000000
431 9187 1.000000
431 9188 0.500000
431 9189 1.000000
432 190 0.055556
432 526 0.020000
432 2349 0.034483
432 4650 0.142857
432 4733 0.052632
432 6529 0.166667
432 9214 0.500000
432 9215 1.000000
432 9216 1.000000
432 9217 0.500000
432 9218 0.500000
433 161 0.015152
433 177 0.017544
433 180 0.111111
433 337 0.018519
433 406 0.013158
433 436 0.016949
433 525 0.013889
433 769 0.018519
433 1021 0.016949
433 1208 0.066667
433 1528 0.142857
433 1794 0.071429
433 1795 0.090909
433 2026 0.333333
433 2058 0.250000
433 2633 0.100000
433 2756 0.333333
433 2998 0.041667
433 2999 1.000000
433 3000 0.100000
433 3001 0.076923
434 1003 0.016393
434 1570 0.250000
434 3155 0.142857
434 3465 0.052632
434 5546 0.142857
434 7052 0.100000
435 1800 0.142857
435 2452 0.125000
435 4396 0.076923
435 5368 0.500000
435 7425 0.142857
435 8440 0.500000
436 66 0.066667
436 371 0.034483
436 433 0.028571
436 1049 0.033333
436 1286 0.020408
436 1497 0.100000
436 2668 0.055556
436 2773 0.250000
436 2941 0.055556
436 3465 0.052632
436 3917 0.250000
436 4727 1.000000
